Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,35,7,84,61,9
Most Proportional,100,45,92,67,92
Most Competitive,100,100,98,35,29
Best Minority,83,52,100,64,60
Most Compact,76,34,98,93,9
Least Splitting,100,45,92,67,92
