MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,28,63,56,58
Most Competitive,73,83,65,37,20
Best Minority,77,37,74,69,21
Most Compact,68,30,64,96,25
Least Splitting,59,33,66,57,90
