MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,78,30,87,35,45
Most Proportional,100,9,87,47,76
Most Competitive,100,82,75,31,31
Best Minority,100,23,100,60,40
Most Compact,99,24,75,88,27
Least Splitting,100,11,87,49,79
