MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,82,17,0,50,58
Most Competitive,62,30,0,39,31
Best Minority,80,16,4,43,62
Most Compact,65,11,0,82,35
Least Splitting,79,14,0,58,82
