MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,49,0,56,89
Most Competitive,100,49,0,56,89
Best Minority,100,49,0,56,89
Most Compact,74,33,0,89,43
Least Splitting,67,43,0,63,99
