MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,40,78,76,79
Most Competitive,100,62,74,47,47
Best Minority,100,39,84,54,88
Most Compact,100,38,75,87,48
Least Splitting,96,33,73,72,99
