MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,31,100,89,95
Most Competitive,98,76,100,39,29
Best Minority,100,31,100,89,95
Most Compact,85,26,100,100,58
Least Splitting,93,27,99,77,99
