MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,100,33,48,59,58
Most Proportional,100,35,49,58,73
Most Competitive,100,94,37,27,28
Best Minority,100,29,74,23,25
Most Compact,0,35,49,100,4
Least Splitting,85,37,49,46,89
