MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,27,91,76,77
Most Competitive,100,80,86,41,23
Best Minority,100,32,100,36,27
Most Compact,100,12,94,100,21
Least Splitting,80,17,77,58,88
