MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,21,93,81,99
Most Competitive,100,54,95,29,23
Best Minority,84,25,100,37,28
Most Compact,100,21,91,83,99
Least Splitting,100,21,91,83,99
