MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,88,15,13,72,99
Most Competitive,85,24,19,54,62
Best Minority,85,24,19,54,62
Most Compact,75,14,18,100,33
Least Splitting,88,15,13,72,99
