MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,0,32,44,58,7
Most Proportional,58,51,50,13,21
Most Competitive,39,68,50,16,26
Best Minority,28,31,50,89,70
Most Compact,7,39,49,94,60
Least Splitting,24,50,50,27,78
