MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,71,0,73,26,29
Most Proportional,100,23,100,52,93
Most Competitive,75,66,97,29,26
Best Minority,100,23,100,52,93
Most Compact,75,4,94,84,44
Least Splitting,81,19,100,27,99
