MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,33,27,70,99
Most Competitive,100,37,22,44,78
Best Minority,95,30,34,62,47
Most Compact,100,32,26,100,37
Least Splitting,100,33,27,70,99
