MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,93,26,100,90,99
Most Competitive,85,52,99,43,28
Best Minority,93,26,100,90,99
Most Compact,81,23,98,92,99
Least Splitting,93,26,100,90,99
