MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,21,81,82,81
Most Competitive,100,78,74,27,24
Best Minority,82,17,85,52,99
Most Compact,90,22,80,99,78
Least Splitting,95,32,84,61,99
