Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,7,0,70,43,61
Most Proportional,100,33,100,75,93
Most Competitive,82,76,93,30,44
Best Minority,100,33,100,75,93
Most Compact,20,18,92,100,31
Least Splitting,39,21,98,32,100
