Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,49,28,72,36,5
Most Proportional,100,63,63,63,46
Most Competitive,88,89,59,40,23
Best Minority,94,33,74,63,28
Most Compact,76,21,60,100,24
Least Splitting,75,35,59,72,80
