MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,11,21,71,93
Most Competitive,100,51,25,42,56
Best Minority,61,17,42,26,53
Most Compact,70,22,21,100,52
Least Splitting,91,11,21,55,98
