MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,21,85,47,50
Most Competitive,100,26,48,61,50
Best Minority,100,21,85,47,50
Most Compact,79,17,55,100,26
Least Splitting,66,20,62,64,90
