Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,77,24,82,63,40
Most Proportional,100,29,74,75,67
Most Competitive,100,57,71,30,32
Best Minority,66,10,88,25,20
Most Compact,75,41,73,98,19
Least Splitting,81,31,73,67,77
