Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,69,16,81,33,40
Most Proportional,100,38,81,61,57
Most Competitive,92,56,78,32,64
Best Minority,46,10,92,34,32
Most Compact,79,21,81,97,68
Least Splitting,73,28,83,61,95
