Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,64,6,77,26,13
Most Proportional,100,39,77,79,74
Most Competitive,100,100,68,34,21
Best Minority,100,29,86,47,41
Most Compact,100,25,73,95,24
Least Splitting,100,21,73,70,80
