MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,94,30,60,61,57
Most Proportional,100,49,50,76,76
Most Competitive,79,100,50,24,30
Best Minority,79,17,92,26,21
Most Compact,97,35,50,98,16
Least Splitting,86,28,50,66,90
