MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,0,0,0,49,62
Most Competitive,0,29,0,0,6
Most Compact,0,1,0,84,48
Least Splitting,0,1,0,56,100
