MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,63,18,0,31,29
Most Competitive,35,20,0,43,58
Best Minority,49,15,0,60,89
Most Compact,36,16,0,85,22
Least Splitting,38,16,0,56,98
