MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,17,50,90,99
Most Competitive,88,42,49,47,34
Best Minority,100,18,51,88,99
Most Compact,99,16,47,91,29
Least Splitting,100,17,50,90,99
