MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,15,75,75,99
Most Competitive,88,43,75,41,24
Best Minority,100,37,83,32,21
Most Compact,100,15,75,75,99
Least Splitting,100,15,75,75,99
