Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,46,27,78,85,31
Most Proportional,100,35,69,100,54
Most Competitive,80,85,66,33,21
Best Minority,83,26,84,60,29
Most Compact,100,35,69,100,54
Least Splitting,76,28,67,62,76
