Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,2,28,0,59,14
Most Proportional,100,77,0,38,66
Most Competitive,46,100,0,48,21
Best Minority,52,51,25,42,34
Most Compact,42,50,0,96,15
Least Splitting,67,64,0,25,96
