MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,88,68,0,61,29
Most Competitive,53,70,0,46,31
Best Minority,81,63,0,61,42
Most Compact,54,47,0,94,31
Least Splitting,47,46,0,57,91
