MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,23,40,73,22
Most Competitive,68,49,55,49,64
Best Minority,99,23,63,47,40
Most Compact,66,29,47,98,33
Least Splitting,70,30,43,86,99
