MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,27,41,60,82
Most Competitive,69,51,40,36,31
Best Minority,75,26,47,54,72
Most Compact,63,22,27,100,34
Least Splitting,59,22,20,39,99
