MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,78,30,87,35,45
Most Proportional,100,82,75,63,48
Most Competitive,100,82,75,63,48
Best Minority,100,23,100,60,40
Most Compact,99,24,75,88,27
Least Splitting,100,39,87,33,86

Notes:
- The "Most Competitive" & "Most Proportional" maps used a suspect technique and were replaced.
