Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,0,37,0,56,80
Most Proportional,100,29,0,53,26
Most Competitive,20,71,0,47,34
Best Minority,39,48,50,32,26
Most Compact,19,68,0,100,97
Least Splitting,25,60,0,76,100
