Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,80,6,100,60,30
Most Proportional,100,17,99,90,76
Most Competitive,100,83,0,37,40
Best Minority,100,16,100,87,75
Most Compact,100,17,98,100,66
Least Splitting,100,4,24,60,93
