MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,12,65,79,99
Most Competitive,93,46,69,29,27
Best Minority,100,13,78,31,53
Most Compact,100,12,65,79,99
Least Splitting,100,12,65,79,99
