MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,18,76,74,99
Most Competitive,90,37,74,49,86
Best Minority,94,20,78,64,98
Most Compact,86,16,70,86,98
Least Splitting,100,18,76,74,99
