MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,10,81,52,87
Most Competitive,100,22,67,39,78
Best Minority,100,22,82,21,23
Most Compact,100,12,67,73,27
Least Splitting,100,11,65,54,90
