MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,100,11,79,48,72
Most Proportional,100,45,79,64,99
Most Competitive,100,71,73,27,29
Best Minority,100,29,86,34,73
Most Compact,100,18,81,100,54
Least Splitting,100,45,79,64,99
