MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,16,54,78,99
Most Competitive,83,61,39,37,22
Best Minority,87,20,70,39,44
Most Compact,63,21,46,92,26
Least Splitting,100,16,54,78,99
