Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,100,32,45,58,37
Most Proportional,100,69,44,55,67
Most Competitive,100,91,50,37,20
Best Minority,100,40,53,33,40
Most Compact,100,41,50,100,26
Least Splitting,96,37,30,27,81
