MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,15,6,71,80
Most Competitive,100,16,17,40,47
Best Minority,100,16,17,40,47
Most Compact,100,15,6,71,80
Least Splitting,100,15,6,71,80
