MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,13,0,67,96
Most Competitive,100,25,0,30,20
Best Minority,100,15,17,43,51
Most Compact,100,15,0,70,76
Least Splitting,100,13,0,67,96
