MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,37,61,70,44
Most Competitive,65,72,58,48,76
Best Minority,41,28,64,81,99
Most Compact,51,30,62,97,90
Least Splitting,79,47,61,84,99
