MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,25,68,72,71
Most Competitive,100,26,71,57,43
Best Minority,96,19,71,66,62
Most Compact,92,18,68,75,26
Least Splitting,85,19,67,47,73
