MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,33,79,83,99
Most Competitive,92,77,72,22,24
Best Minority,100,30,86,65,54
Most Compact,99,26,79,86,78
Least Splitting,100,33,79,83,99
