MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,28,76,100,99
Most Competitive,79,73,33,39,21
Best Minority,100,22,89,30,39
Most Compact,100,28,76,100,99
Least Splitting,100,28,76,100,99
