MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,66,18,77,65,99
Most Proportional,100,30,75,79,99
Most Competitive,86,74,66,36,12
Best Minority,100,29,80,59,70
Most Compact,78,26,72,97,31
Least Splitting,100,30,75,79,99
