Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,0,82,0,21,16
Most Proportional,68,45,0,2,0
Most Competitive,0,83,0,75,99
Most Compact,0,83,0,89,30
Least Splitting,0,83,0,75,99
