MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,27,82,61,71
Most Competitive,97,58,78,35,38
Best Minority,82,21,86,51,89
Most Compact,100,27,82,61,71
Least Splitting,88,26,82,57,99
