Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,0,5,0,45,47
Most Competitive,0,37,45,22,6
Best Minority,0,8,50,86,77
Most Compact,0,7,49,100,77
Least Splitting,0,7,49,100,77
