Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,60,0,0,70,0
Most Proportional,100,33,0,100,82
Most Competitive,100,36,0,64,47
Best Minority,80,18,44,31,28
Most Compact,100,33,0,100,82
Least Splitting,100,33,0,100,82
