MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,23,8,63,87
Most Competitive,85,42,0,26,24
Best Minority,100,12,17,37,36
Most Compact,70,12,0,88,40
Least Splitting,65,12,0,58,99
