Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,3,37,100,47,19
Most Proportional,100,17,100,76,99
Most Competitive,54,82,100,54,56
Best Minority,100,17,100,76,99
Most Compact,94,21,100,100,22
Least Splitting,100,17,100,76,99
