Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,0,1,19,51,29
Most Proportional,73,10,25,40,23
Most Competitive,29,38,48,39,25
Best Minority,51,25,50,38,53
Most Compact,43,26,44,78,29
Least Splitting,5,19,45,63,99
