MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,91,36,4,85,99
Most Competitive,84,66,7,48,32
Best Minority,70,31,16,62,86
Most Compact,71,33,6,99,23
Least Splitting,91,36,4,85,99
