MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,92,24,0,60,36
Most Competitive,81,32,0,53,99
Best Minority,81,32,0,53,99
Most Compact,75,27,0,77,47
Least Splitting,81,32,0,53,99
