Map,Proportionality,Competitiveness,Minority,Compactness,Splitting
Official,91,44,67,62,6
Most Proportional,100,59,65,82,80
Most Competitive,100,100,33,45,25
Best Minority,47,54,94,55,28
Most Compact,69,48,66,100,27
Least Splitting,67,48,49,57,85
