MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,58,37,64,50,36
Most Competitive,54,50,58,26,33
Best Minority,50,36,67,62,37
Most Compact,39,34,60,93,28
Least Splitting,39,37,55,47,64
