MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,22,54,91,86
Most Competitive,99,70,21,57,44
Best Minority,100,27,70,44,32
Most Compact,100,32,28,100,38
Least Splitting,87,22,41,68,88
