MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,75,17,17,56,62
Most Competitive,75,17,17,56,62
Best Minority,59,12,42,50,79
Most Compact,63,13,25,88,37
Least Splitting,56,12,25,52,94
