MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Most Proportional,100,26,50,84,76
Most Competitive,100,72,56,39,20
Best Minority,84,31,68,34,50
Most Compact,75,25,62,91,50
Least Splitting,100,34,56,51,93
