MAP,PROPORTIONALITY,COMPETITIVENESS,MINORITY,COMPACTNESS,SPLITTING
Official,9,0,100,65,69
Most Proportional,100,31,100,39,89
Most Competitive,65,100,100,23,32
Best Minority,60,55,100,78,99
Most Compact,37,63,100,89,43
Least Splitting,56,51,100,63,100
